angle,5L-0,5L-1,5L-2,5L-3,5L-4,5L-5
36.4927,83.9129,89.4342,87.4039,80.4575,79.2435,83.4421
36.5317,85.357,86.4919,83.0925,79.7103,77.4668,84.1256
36.5707,86.3311,85.4312,84.9346,78.0216,76.9509,85.1669
36.6097,86.1177,86.522,83.8891,78.7541,78.396,85.4953
36.6487,85.2187,86.9803,83.4118,79.0214,75.8814,85.0915
36.6877,84.94,85.944,84.8189,79.2484,78.377,83.623
36.7267,84.5192,84.3506,84.3242,75.7567,79.542,87.8923
36.7657,85.9843,85.5246,84.3209,79.567,77.8325,82.6678
36.8047,84.9146,88.076,85.0821,79.734,79.1815,83.9322
36.8437,84.2577,87.4269,85.8476,76.6623,78.3113,83.6272
36.8827,82.9204,86.072,85.6251,75.7425,76.0896,82.9283
36.9217,84.4913,88.7451,85.4065,78.1834,79.2478,85.7109
36.9607,85.2622,87.7394,83.6964,81.2154,78.5006,82.9154
36.9997,84.8211,85.3717,85.9258,80.6561,74.2773,84.7148
37.0387,85.3414,84.1438,86.7589,77.9375,76.5615,84.6105
37.0777,82.9581,84.6225,83.8055,79.1961,77.202,84.374
37.1167,84.9381,85.5524,82.9856,79.2335,78.543,84.2756
37.1557,84.4321,83.7309,83.5495,76.1007,76.7702,83.595
37.1947,84.1359,85.6723,87.3127,77.9943,77.2141,84.2297
37.2337,86.0356,85.2778,83.67,79.8448,76.8473,81.7706
37.2727,84.3438,83.5506,84.3446,80.203,76.8081,82.7109
37.3117,84.6797,84.0573,85.2733,82.0223,77.387,85.4479
37.3507,83.0779,86.8101,85.7887,79.9158,77.4267,84.3202
37.3897,83.539,87.4133,83.4581,81.077,74.6179,82.2984
37.4287,83.2519,85.2762,86.2598,80.8541,77.7241,84.856
37.4677,84.3409,83.8213,84.0782,78.2252,78.9351,86.1787
37.5067,84.1098,85.7517,86.1659,79.6557,76.1797,85.4873
37.5457,85.0407,86.2134,87.2425,82.5101,75.4652,85.1805
37.5847,85.3377,85.7911,86.1847,80.0974,77.0514,86.5395
37.6237,83.4355,86.9747,84.4015,80.069,79.0325,85.9281
37.6627,84.9717,88.0963,86.3788,81.5844,80.5515,85.8051
37.7017,87.5193,89.97,86.1766,80.1587,80.0245,84.5417
37.7407,86.7959,88.2911,86.0594,80.4376,80.518,84.9531
37.7797,86.4122,87.1528,86.5713,80.4727,79.044,85.1616
37.8187,86.0347,85.9429,84.6297,79.8214,77.3443,84.5601
37.8577,87.2423,86.8394,84.5669,78.5293,78.4715,83.3063
37.8967,87.9007,89.2546,85.8849,78.1312,77.9051,84.2768
37.9357,84.396,87.6623,85.2256,79.5427,76.9347,85.0502
37.9747,83.2983,84.1268,83.7172,80.1151,76.2716,85.2691
38.0137,82.8954,86.3576,84.7163,80.1887,78.3591,84.1374
38.0527,82.9663,87.8363,85.5288,80.1341,77.1891,82.038
38.0917,84.2793,87.8748,85.7313,78.3063,76.7536,82.9295
38.1307,85.1982,86.4706,85.8079,78.3822,76.2376,84.4688
38.1697,85.5503,86.7542,83.8025,81.8136,75.7693,85.3201
38.2087,85.5274,86.3234,83.0569,81.5645,78.2121,84.6318
38.2477,83.3478,84.7274,84.956,80.0803,77.4246,83.441
38.2867,84.2989,85.6236,87.8808,82.014,76.7758,85.0827
38.3257,86.6819,88.1585,87.09,81.9312,78.8312,84.4068
38.3647,87.0525,87.2161,86.789,83.1531,79.462,84.1425
38.4037,87.5111,83.8842,86.4767,86.0517,79.5977,85.1664
38.4427,89.3031,84.4477,85.294,89.0167,81.2236,85.3147
38.4817,90.984,86.5635,86.5422,97.2823,80.6513,88.5624
38.5207,93.8049,88.8516,86.6456,108.422,81.4493,92.1002
38.5597,99.7736,89.7364,88.1703,118.6503,88.0949,96.2615
38.5987,106.9494,90.1881,92.4496,123.2176,96.9852,99.8426
38.6377,111.2037,93.1499,96.3159,120.1492,105.6921,101.3677
38.6767,110.6159,98.1444,99.91,111.7104,111.3958,101.2585
38.7157,108.1721,106.2278,102.2839,102.303,112.3406,98.3428
38.7547,103.6446,113.7232,102.4019,95.2117,108.671,96.3513
38.7937,99.6957,117.5527,101.5522,87.8357,103.7105,91.9088
38.8327,95.1098,114.2205,97.4463,84.5176,96.1485,88.7253
38.8717,89.7185,108.3924,93.455,82.0542,89.2962,88.6073
38.9107,86.9457,102.4289,92.3339,80.0432,85.93,86.2017
38.9497,88.5801,97.5609,89.1792,79.3568,83.2931,84.4882
38.9887,87.5389,93.3992,87.583,80.8369,79.4802,85.9692
39.0277,85.4762,92.0094,87.3871,81.0784,77.163,85.5096
39.0667,85.8162,90.2591,84.6129,78.0842,77.5389,84.6345
39.1057,87.2848,87.1898,85.4367,78.096,77.9632,83.5786
39.1447,84.2394,86.2239,84.5519,78.8905,76.7479,82.5326
39.1837,83.8954,85.9632,83.0289,79.9144,77.037,85.0831
39.2227,84.4666,88.3036,84.8402,80.4953,77.9509,87.0625
39.2617,84.2239,87.6626,85.9851,80.5642,78.0859,86.854
39.3007,86.9605,87.6827,85.7409,80.8765,79.0569,84.1204
39.3397,86.4959,87.3733,84.799,81.6243,78.2724,84.3918
39.3787,85.5046,88.2753,86.3967,79.6937,77.5275,83.3073
39.4177,86.9061,88.2271,87.4088,81.0159,77.149,82.9488
39.4567,85.3934,87.5848,87.6949,79.1342,77.7061,85.7473
39.4957,86.4573,88.69,85.4118,82.6255,77.4768,84.6696
39.5347,84.7807,87.6855,84.863,79.1668,77.4524,84.0551
39.5737,86.2501,89.0119,85.4785,80.7583,78.858,85.2803
39.6127,86.2603,87.2627,84.0423,78.5076,77.2181,85.9044
39.6517,87.0976,83.8165,86.4785,77.9032,78.568,83.5164
39.6907,84.7611,84.6477,84.7834,79.7714,78.9715,84.0454
39.7297,84.8216,86.452,85.7679,77.1483,76.5052,82.9575
39.7687,86.6916,85.6076,86.0625,79.2546,76.2779,83.6637
39.8077,85.4862,85.5724,84.6797,78.4056,75.2535,82.5146
39.8467,86.4373,87.7758,84.6425,77.8979,77.052,83.0764
39.8857,84.8261,87.053,82.2644,76.6801,78.6444,85.2505
39.9247,83.8832,89.1918,82.9928,78.4947,77.5439,85.2217
39.9637,85.5404,85.9923,81.4559,78.017,76.6499,84.2584
40.0027,82.2856,86.4139,81.9577,79.0765,78.9089,83.6661
40.0417,85.3455,84.8994,85.2455,79.7111,77.6093,84.33
40.0807,84.8126,83.6299,84.2581,82.0883,75.9587,81.3068
40.1197,87.627,86.6287,82.0134,81.3042,77.7687,84.8281
40.1587,85.1744,86.5845,87.6962,82.8729,77.008,88.3178
40.1977,85.0497,85.5274,87.3603,84.0173,77.8838,85.4641
40.2367,89.0853,84.4291,84.0932,86.9414,79.6854,83.9235
40.2757,91.7586,86.406,87.4748,89.0498,79.556,85.3646
40.3147,90.6888,85.3251,86.6803,90.7757,84.3136,88.68
40.3537,93.3854,86.6054,85.2892,85.719,82.8347,83.6234
40.3927,88.8685,90.4464,90.2374,86.17,85.2366,84.0763
40.4317,89.5259,93.0965,89.9293,84.6704,84.3327,86.521
40.4707,86.6631,93.3048,88.4206,83.3945,84.0799,89.0063
40.5097,91.1183,93.8724,85.5711,82.1611,81.3157,86.7184
40.5487,87.0478,90.4604,86.443,82.2643,80.0961,86.349
40.5877,87.6457,90.1233,87.0542,81.8359,79.1225,84.8965
40.6267,89.716,90.9526,89.4266,80.4273,79.4065,86.755
40.6657,88.2979,87.045,85.4395,81.4028,78.8285,85.5433
40.7047,86.7118,91.2049,87.0446,78.844,77.4654,83.8009
40.7437,86.2832,90.6598,85.9982,80.1684,78.3545,85.3239
40.7827,89.9191,88.6621,87.1893,81.3294,79.9482,86.2528
40.8217,85.1605,88.7861,87.6841,79.7015,77.2639,85.2086
40.8607,87.4029,89.2839,84.6178,79.8188,77.191,84.5773
40.8997,84.0641,89.3996,84.9953,76.7166,78.7107,86.9701
40.9387,84.7484,88.5316,86.9897,79.0058,79.0187,85.9383
40.9777,83.3562,86.6768,86.39,79.9075,78.2025,84.7954
41.0167,84.4589,88.2471,86.8967,79.2889,79.2979,85.9278
41.0557,85.2879,84.9912,84.5188,79.0713,77.1665,86.2743
41.0947,84.6015,87.3656,86.4004,78.3376,77.6946,86.6363
41.1337,84.3099,85.9322,86.5976,78.9911,77.7442,83.3744
41.1727,86.6957,86.493,87.5387,79.0951,78.7536,83.1178
41.2117,86.0421,85.8149,85.5375,80.7346,77.2537,86.1543
41.2507,86.542,87.468,84.3298,82.0629,76.1268,86.8366
41.2897,88.5992,86.0577,85.408,80.4206,77.1914,87.0864
41.3287,85.8002,83.5562,86.346,83.0425,78.4141,88.0051
41.3677,88.1321,83.9695,85.3838,86.1413,79.7576,84.3008
41.4067,88.8873,85.9519,86.2876,89.2536,78.1862,85.492
41.4457,88.4756,88.8796,84.3445,94.1509,78.2024,87.1327
41.4847,90.7843,88.54,88.4217,103.7145,83.7303,89.8899
41.5237,95.4524,87.2515,89.7142,112.569,87.2347,92.7914
41.5627,101.5831,88.3906,91.8615,120.0353,94.3056,96.4073
41.6017,107.5202,90.8824,96.3664,117.7693,101.9315,99.5875
41.6407,108.1798,92.6319,99.2893,110.1319,107.3715,97.3066
41.6797,108.8957,100.7404,101.5893,104.0373,110.3573,96.3286
41.7187,103.6036,108.5167,103.4973,97.1264,106.0198,94.6259
41.7577,97.9827,111.7237,101.2644,88.6829,100.9066,91.7158
41.7967,95.9461,111.9482,97.9802,83.6751,96.1502,91.0945
41.8357,91.53,108.6189,93.0647,81.0118,89.5581,88.951
41.8747,89.5286,105.2896,91.3541,80.5958,84.1311,87.5946
41.9137,89.4595,100.2304,88.8766,82.1226,81.4161,86.8004
41.9527,87.7301,94.9816,88.0939,81.7151,80.8222,84.8675
41.9917,86.2052,92.1498,87.0067,79.587,78.9088,85.2726
42.0307,86.659,90.6607,85.7575,79.6892,79.6675,85.4042
42.0697,87.1218,89.0979,85.1428,77.8038,78.0864,84.2475
42.1087,86.2115,87.5915,88.3924,77.5668,77.411,85.5488
42.1477,86.2817,89.4239,90.0725,79.2787,77.7055,84.4945
42.1867,87.1829,87.8923,87.1171,79.0627,77.2084,84.4909
42.2257,87.1247,85.9191,86.2661,77.7204,78.1004,85.0334
42.2647,84.7354,86.4264,87.4684,78.4385,78.9632,84.3678
42.3037,84.7617,85.4244,87.7435,79.6194,79.3479,85.6497
42.3427,85.1415,86.6752,86.5768,78.569,78.3909,84.8481
42.3817,85.2921,86.9669,84.8406,77.8078,77.4343,84.1772
42.4207,87.6209,85.8127,86.0664,79.2096,76.4232,84.8865
42.4597,88.9621,86.7307,85.681,79.3484,75.4822,84.7451
42.4987,88.6302,86.4339,83.7246,78.5245,77.0371,84.6164
42.5377,85.8681,85.8351,84.6165,79.2897,78.4861,83.2862
42.5767,86.2421,86.6923,84.7692,79.1158,77.6768,84.026
42.6157,87.6001,86.4564,84.7173,79.4953,77.3499,86.2637
42.6547,85.9804,85.5281,85.4856,82.6787,77.0183,87.3099
42.6937,87.9861,85.2069,87.6639,87.9841,76.6493,87.4788
42.7327,89.5767,84.7881,88.3798,93.8212,79.1554,86.3214
42.7717,90.1856,86.1523,88.2886,100.0782,82.7267,87.8242
42.8107,94.6651,87.6453,88.6319,104.9662,87.3137,90.2907
42.8497,98.8484,87.6375,89.2189,105.1964,90.6753,94.0887
42.8887,100.3044,87.5818,91.0131,101.6012,93.9752,94.7814
42.9277,101.2461,92.4241,94.6898,96.7035,95.0938,91.1962
42.9667,98.3138,96.8724,98.0022,91.2804,97.3493,92.8061
43.0057,96.826,101.3414,96.2747,87.1642,95.7204,91.1639
43.0447,92.9275,103.4973,94.8571,85.4743,88.7857,88.6367
43.0837,90.2779,102.1486,91.5915,82.9731,86.0765,87.6461
43.1227,89.159,101.1665,89.6397,80.9193,81.8345,87.5038
43.1617,86.8202,96.9776,88.7089,78.6065,78.8306,87.4172
43.2007,85.4753,90.7842,86.1131,78.3448,78.0076,86.1838
43.2397,87.818,87.8783,83.9024,77.4143,78.4045,83.6933
43.2787,87.6381,88.4108,84.8415,78.4848,79.7086,85.6524
43.3177,85.9637,86.8514,84.7327,80.4256,80.8507,86.2331
43.3567,86.4892,85.0518,84.4609,82.4614,78.4995,89.0006
43.3957,86.0523,84.7489,84.1132,80.4309,76.6359,86.2232
43.4347,86.6723,85.3776,85.2529,80.5752,78.2725,85.8624
43.4737,88.8567,87.173,88.189,81.1788,78.5645,86.0112
43.5127,88.4897,86.0594,87.0408,83.6815,78.283,90.4524
43.5517,88.9299,85.1949,87.0681,85.5437,79.9003,89.7943
43.5907,90.9359,85.6058,88.212,91.6743,82.0002,89.4703
43.6297,90.8303,87.2048,89.4617,97.1302,82.4408,89.885
43.6687,94.8694,89.4278,88.5582,108.5368,85.308,94.7757
43.7077,98.9567,88.8229,91.5237,123.749,90.2377,97.5897
43.7467,105.895,92.6761,92.76,137.8117,96.4332,101.039
43.7857,113.7821,92.0371,98.3708,134.066,107.0073,103.2045
43.8247,118.4669,94.1825,101.7225,124.5736,115.3042,102.2582
43.8637,118.9042,103.4243,109.0403,115.4861,123.4475,103.5749
43.9027,113.5478,108.6158,111.7261,107.1539,120.5562,101.0111
43.9417,108.107,118.1644,107.6961,97.2704,112.4,98.1344
43.9807,104.3008,125.4499,105.9319,93.1751,109.3719,97.572
44.0197,97.9617,122.8529,104.2317,94.632,102.9502,90.7165
44.0587,95.082,114.6303,98.2745,94.9145,95.1818,92.7166
44.0977,95.1801,109.895,95.7501,92.5296,90.8909,92.8568
44.1367,94.5851,103.9881,90.4137,88.74,89.2855,92.5608
44.1757,94.6974,97.9854,93.9417,84.1871,87.702,85.1822
44.2147,92.0824,95.14,94.624,85.3319,88.1171,86.516
44.2537,93.3899,98.1709,90.6024,81.4139,87.8755,89.7935
44.2927,89.9248,96.2925,90.1299,79.9995,82.4569,87.0902
44.3317,87.2542,93.3548,89.6574,78.9518,82.4774,85.3851
44.3707,88.5623,93.0013,88.7542,78.6835,80.0984,85.2387
44.4097,84.4155,94.9057,82.8355,77.0561,78.5681,82.0901
44.4487,85.0677,88.215,86.283,78.5478,75.9024,83.0861
44.4877,82.8043,86.9424,84.7082,77.8017,74.8821,87.3177
44.5267,81.7411,86.7395,86.0724,74.7949,74.389,85.9632
44.5657,84.046,86.1076,88.098,78.2965,76.1762,84.4777
44.6047,85.4524,87.7438,84.0233,76.9739,74.6752,84.1743
44.6437,85.6436,84.2874,83.0152,78.8756,75.1615,82.7662
44.6827,87.7269,85.1785,84.9352,77.9976,74.2156,83.8506
44.7217,85.1733,85.9896,83.7528,75.6905,74.2275,81.6767
44.7607,84.8267,84.591,86.1071,75.997,74.3692,83.6148
44.7997,86.1539,85.4835,83.5189,74.0956,71.5574,85.9135
44.8387,84.7494,87.8139,82.9222,76.3505,72.9189,82.187
44.8777,83.5835,84.8786,85.3533,76.7834,74.1983,80.6223
44.9167,84.3485,82.4412,83.4819,75.5936,73.5185,81.4519
44.9557,84.9464,83.637,84.5425,75.9213,72.8634,82.1145
44.9947,83.4286,81.2443,83.7548,75.5253,72.7325,82.9996
45.0337,81.6031,83.1253,81.4265,74.3002,73.3887,80.5768
45.0727,82.0973,84.181,83.8361,75.2463,73.9043,80.8989
45.1117,83.2201,82.9424,83.3822,77.4684,74.4724,81.8383
45.1507,83.1248,82.0118,83.0343,79.9211,74.4945,81.6603
45.1897,85.1418,81.9844,81.5278,81.5123,73.9504,81.7101
45.2287,84.6964,82.2926,83.1055,82.3568,74.7152,82.0229
45.2677,86.9732,84.3139,81.5722,83.6862,76.2963,83.3028
45.3067,85.4229,84.0073,83.765,82.8089,76.8337,83.5875
45.3457,87.4466,85.4529,84.4418,80.1209,79.9169,82.3889
45.3847,87.0532,85.5972,84.2994,80.0662,78.1645,84.5105
45.4237,86.8732,84.9902,86.9437,78.6061,78.3053,84.9213
45.4627,85.7769,87.4466,87.2535,79.3489,77.9966,84.1138
45.5017,86.4853,88.3119,85.8252,76.8286,78.4404,83.6495
45.5407,86.4848,86.849,85.9858,77.928,78.2474,81.7218
45.5797,84.9965,87.4479,85.7518,79.3514,78.1012,82.2708
45.6187,86.3003,87.1683,85.8409,78.87,77.1943,82.231
45.6577,85.7889,84.2556,85.1133,75.8403,77.8546,81.9376
45.6967,85.8879,84.6235,83.4808,80.2295,75.4324,80.6753
45.7357,85.3922,84.2829,83.8753,80.2551,73.9448,78.9366
45.7747,85.7411,85.0517,82.7328,79.0852,73.8416,79.6712
45.8137,83.3016,86.1202,82.852,79.7289,75.4309,82.2231
45.8527,82.72,85.0994,84.4997,79.0246,76.5998,82.2164
45.8917,82.7953,86.0129,86.5477,77.0544,77.8366,82.7335
45.9307,83.2527,85.0547,85.8295,78.1166,78.131,81.7682
45.9697,84.7331,83.0118,82.8666,79.2844,76.047,81.5494
46.0087,84.2495,84.9803,83.9369,78.3065,76.0132,83.4799
46.0477,83.5601,85.7908,85.4229,79.3512,75.2706,82.4631
46.0867,84.1181,84.5623,84.5314,82.266,74.6917,82.4971
46.1257,82.8484,83.6036,85.0266,83.6221,75.3337,82.6637
46.1647,82.6639,84.3914,86.3867,83.4835,77.876,84.4777
46.2037,84.4157,82.4402,85.9474,82.9923,79.5181,84.4714
46.2427,85.2416,81.2506,84.6971,81.7285,78.8848,81.6005
46.2817,84.5693,83.2575,83.4907,80.8488,78.1798,81.8798
46.3207,83.038,85.9694,83.4006,78.5303,77.5912,82.4822
46.3597,83.6234,87.3771,84.8165,76.2076,76.6999,81.8859
46.3987,84.4794,87.7801,85.3741,76.1875,76.637,81.6833
46.4377,83.4373,88.8175,83.425,76.2276,76.2305,80.881
46.4767,81.5044,86.7297,81.872,75.9041,73.6368,79.784
46.5157,80.6826,84.0647,81.4851,74.7699,73.2548,78.8292
46.5547,80.1674,82.5057,80.1607,73.735,73.1114,79.8575
46.5937,79.0988,82.2682,81.1887,73.2608,71.6576,82.3372
46.6327,81.0961,82.7729,82.3905,73.8484,72.0379,80.5747
46.6717,81.19,83.1272,81.1625,74.7229,72.3761,78.8928
46.7107,80.8513,83.0025,81.0068,74.4124,71.6075,78.6787
46.7497,80.7516,81.8367,81.0886,73.9781,71.0957,78.0835
46.7887,79.2339,81.3548,80.201,73.8604,72.6488,78.0966
46.8277,80.2022,81.4077,80.7855,73.7616,74.0006,78.2219
46.8667,80.2307,81.0766,81.0743,75.9973,73.1381,78.4523
46.9057,80.3405,80.0419,81.4869,74.7199,72.9481,78.8372
46.9447,81.4735,80.9147,79.9454,73.1612,74.7308,79.0815
46.9837,78.8923,81.507,79.183,74.3735,73.0206,79.5081
47.0227,80.706,80.654,81.914,76.4842,72.1525,80.6698
47.0617,81.5377,81.4069,81.7468,75.9202,72.6936,80.459
47.1007,80.9705,82.3464,80.7185,75.3703,72.2393,79.3593
47.1397,82.3404,80.341,81.2348,74.7703,72.8171,78.6665
47.1787,80.176,81.5054,80.8427,74.11,72.3418,79.7588
47.2177,80.3774,82.1079,80.2735,74.7233,73.8001,78.9324
47.2567,81.4645,82.0937,84.0996,73.927,72.4723,75.0797
47.2957,81.7552,83.2302,84.0008,74.5059,71.6324,77.3147
47.3347,80.3776,83.8553,79.2885,72.4996,73.8945,78.6434
47.3737,80.0125,83.2382,80.5246,74.8035,72.6501,77.2142
47.4127,79.573,80.3977,79.0896,73.2506,70.7047,75.8907
47.4517,76.341,79.1312,79.9343,74.5955,69.0449,79.5909
47.4907,79.0113,79.977,80.1306,71.6818,71.0226,78.1452
47.5297,77.547,80.8132,80.5798,72.9957,70.297,77.3735
47.5687,78.9052,77.5702,80.6339,74.5422,71.3299,79.4057
47.6077,80.261,78.549,79.0684,73.8058,70.1891,78.9705
47.6467,81.3461,81.6369,81.4522,74.6173,72.1967,79.8454
47.6857,79.4137,81.054,78.4051,73.6141,70.8969,75.0789
47.7247,80.8383,81.9307,78.0611,72.5061,72.5891,76.2712
47.7637,79.4272,81.5798,82.0153,73.9908,74.2936,76.5952
47.8027,78.5737,80.1594,79.7889,72.5493,70.1093,77.2063
47.8417,76.999,78.662,80.0687,70.6594,70.9674,77.9301
47.8807,81.3727,80.6163,82.8918,73.139,72.8309,77.4009
47.9197,80.9904,82.1463,79.7687,75.5972,71.857,77.763
47.9587,79.5825,81.0912,80.4285,72.6664,73.6584,78.8413
47.9977,80.3544,81.5099,84.4202,73.7132,70.9097,78.999
48.0367,78.687,79.6015,82.3789,73.679,71.8107,78.5872
48.0757,77.0507,80.5058,79.7487,74.8961,74.4065,79.6913
48.1147,77.2874,81.748,81.6845,71.3899,70.6183,77.0973
48.1537,78.395,80.614,81.592,74.509,73.0337,80.1929
48.1927,80.8427,83.1225,82.5677,73.6826,70.5932,76.9954
48.2317,76.0429,84.4947,79.2067,72.577,70.914,76.7178
48.2707,79.0217,81.8857,80.4393,72.0634,73.2559,74.7456
48.3097,78.6647,81.6915,81.4877,70.588,71.4435,73.7967
48.3487,80.0169,80.1898,82.657,72.3502,71.479,76.6198
48.3877,81.1326,81.3768,79.5968,77.1459,68.5127,79.2752
48.4267,81.0115,80.288,81.4941,73.937,70.3546,78.7101
48.4657,77.9403,81.2186,80.7996,72.8605,68.8128,76.2842
48.5047,78.0784,81.1379,78.9089,74.4604,70.47,80.2692
48.5437,76.7726,79.4174,83.3222,71.3223,72.6073,74.5483
48.5827,80.0158,79.225,83.2814,72.3781,70.6553,76.1666
48.6217,78.1555,79.2763,79.0301,70.7095,70.2191,75.0016
48.6607,78.6965,79.0215,79.1371,72.2569,69.7287,78.4732
48.6997,79.594,78.5131,78.7574,72.1612,71.1477,76.7896
48.7387,80.7526,80.8545,80.5575,71.2319,71.0986,75.7035
48.7777,79.1911,81.7488,79.0721,72.4205,69.8419,74.6891
48.8167,78.2178,81.3362,81.1173,71.6611,70.3483,75.8676
48.8557,80.4378,81.0071,80.0253,70.71,69.5495,77.634
48.8947,81.2934,80.5979,81.9487,70.4285,68.7071,76.2098
48.9337,78.9052,78.1919,80.8627,71.2257,68.421,76.8236
48.9727,77.5756,79.8087,79.2245,72.1948,66.5227,80.1419
49.0117,77.0252,79.8088,77.5216,72.2386,70.8324,77.939
49.0507,78.7748,78.6874,78.8417,70.2038,69.9382,77.2321
49.0897,76.6905,77.4669,79.7027,71.8375,69.9167,77.277
49.1287,79.0544,77.1426,79.2405,71.2197,69.3708,75.5792
49.1677,77.3438,78.399,79.3774,70.9265,68.7311,77.3217
49.2067,79.4739,77.4943,78.5565,72.4824,69.1311,79.0338
49.2457,79.409,78.3401,78.1412,72.1827,68.5567,77.9835
49.2847,76.731,77.1857,79.2329,71.9315,67.9535,78.2383
49.3237,75.7489,79.7543,79.121,71.4231,69.9745,78.3123
49.3627,76.9893,81.0405,77.3643,73.4077,70.4172,77.4099
49.4017,76.3217,80.0142,79.8377,72.1734,71.894,78.0676
49.4407,78.9974,80.7756,80.7746,72.7783,71.8057,76.8496
49.4797,80.361,81.4805,79.7163,73.953,70.1802,78.2922
49.5187,75.9815,81.5222,78.8945,73.6071,69.5923,77.5574
49.5577,76.1838,80.0036,79.5337,74.007,69.0511,78.0551
49.5967,78.76,80.3276,79.1122,72.5803,68.9471,76.5275
49.6357,79.645,79.0082,80.4846,70.1861,69.0051,76.937
49.6747,80.0625,78.8177,80.5194,71.0686,71.6158,76.8393
49.7137,79.0042,78.3684,79.596,71.6936,69.0525,76.7066
49.7527,78.3039,80.1035,78.9283,70.4606,66.9493,78.1707
49.7917,77.8599,81.3379,78.609,71.3627,68.6906,79.0558
49.8307,77.9703,81.9164,78.2533,71.8048,70.3675,78.341
49.8697,78.0857,80.1357,79.0766,71.4267,70.9143,78.1024
49.9087,78.2514,79.3461,79.2838,71.9232,70.0446,79.7497
49.9477,79.2439,79.7155,79.3577,72.1951,70.8649,80.5013
49.9867,78.2747,81.1401,80.835,70.7303,72.3824,78.7337
50.0257,79.1056,80.9594,80.5101,71.1051,70.5738,77.4956
50.0647,79.6768,79.924,80.1935,71.728,70.3461,78.1713
50.1037,78.491,79.2485,81.7545,71.3194,71.2629,77.543
50.1427,79.3649,77.9841,79.8178,73.0696,69.2796,76.2013
50.1817,79.1441,78.1652,79.7465,73.5447,69.9256,77.2956
50.2207,78.5767,78.6907,81.1908,71.8331,69.8928,77.9437
50.2597,79.4428,80.0607,79.5852,71.6366,69.1089,78.3178
50.2987,79.9171,80.8204,80.1849,73.7686,70.3857,78.7572
50.3377,79.2155,79.8668,80.7142,75.7998,69.6512,78.3824
50.3767,78.9657,79.1035,81.041,76.0788,69.7245,78.6629
50.4157,80.4259,79.7256,82.5376,75.662,71.1885,79.1883
50.4547,81.398,81.8288,81.6098,75.5053,73.2026,80.0666
50.4937,81.8374,80.7063,79.8307,77.7138,73.7992,80.96
50.5327,81.783,79.023,80.8554,80.8366,72.1926,82.2969
50.5717,83.4337,80.5917,83.1455,85.2095,72.1889,82.235
50.6107,85.7011,83.1978,83.3789,93.6274,73.9276,83.8941
50.6497,86.4574,83.3872,83.9615,102.5826,78.229,88.2453
50.6887,89.8772,81.9648,84.7333,109.1787,83.9984,89.8781
50.7277,94.4708,83.5367,86.852,108.6794,90.1997,91.7865
50.7667,99.3103,84.9087,89.0447,104.3243,96.9745,92.5079
50.8057,101.1925,87.9392,92.4748,101.3589,101.1538,92.375
50.8447,99.4998,92.2792,95.7929,98.9819,100.413,90.7533
50.8837,96.3058,97.6753,97.3973,98.5784,98.3876,89.7509
50.9227,95.9778,100.6739,95.6921,97.2361,96.8327,88.952
50.9617,95.5982,104.7618,93.3827,98.3971,94.8107,90.0922
51.0007,93.2984,104.943,94.6852,94.6242,93.122,89.0519
51.0397,95.6677,101.0712,95.6841,89.9271,91.5732,88.6243
51.0787,94.0628,101.2297,95.1824,88.4749,90.0165,87.0335
51.1177,92.2385,100.0892,95.5305,86.8641,90.108,83.497
51.1567,90.2888,100.1625,93.7219,84.1,87.4566,84.5544
51.1957,88.6686,98.9127,92.7175,78.5112,84.6257,84.8808
51.2347,88.5822,97.2414,90.5016,76.2667,80.1529,82.8939
51.2737,84.6916,95.1665,88.6839,73.01,77.729,80.9624
51.3127,82.2306,93.6404,87.0468,73.2326,78.3528,80.9742
51.3517,79.7287,93.1246,84.6809,73.3003,74.5045,78.6401
51.3907,82.3045,89.3568,81.4929,73.9325,73.4451,79.3141
51.4297,81.17,86.0836,82.5109,73.9194,73.0953,81.5476
51.4687,80.2458,85.2713,82.5229,73.9511,74.4119,81.0378
51.5077,79.5856,85.3025,82.6942,71.9332,72.4798,80.4481
51.5467,78.2622,83.5526,82.1784,73.5376,71.675,78.9918
51.5857,81.2384,82.1835,80.589,72.273,69.8234,75.9815
51.6247,78.0105,82.0742,81.9765,72.6453,68.6437,76.2024
51.6637,79.9251,80.5039,81.5956,71.0289,67.7303,78.5495
51.7027,79.9823,82.49,82.8399,69.7026,68.0667,80.3208
51.7417,77.0338,80.2366,79.5687,72.3083,68.5057,79.5414
51.7807,80.4901,79.135,79.0399,70.6176,70.0792,77.9742
51.8197,77.2079,78.5732,80.4694,73.0947,68.8544,77.734
51.8587,78.3968,83.3315,81.561,73.6816,70.0418,77.6257
51.8977,80.4679,78.4185,81.8088,74.0903,69.0744,81.9831
51.9367,82.4781,79.4926,79.8242,76.347,72.3236,78.9564
51.9757,80.7116,82.1617,82.2848,79.7282,73.632,79.9801
52.0147,81.9151,79.9001,81.9385,82.742,71.9416,80.3318
52.0537,85.0405,80.3196,84.5648,88.5159,77.525,82.8654
52.0927,84.834,82.1524,81.4198,87.8499,78.3983,82.6538
52.1317,87.8601,84.1054,84.014,84.3448,82.1429,81.3725
52.1707,86.9959,81.8463,85.5726,81.3895,81.9451,81.009
52.2097,85.7838,84.8456,86.4559,79.1503,78.5555,82.1799
52.2487,87.9002,86.8239,85.0931,78.3405,82.6803,82.0032
52.2877,86.0141,86.7746,89.2149,80.0458,77.2086,83.2939
